Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
110,US-2023-110674,12/02/2023,18/02/2023,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
111,US-2023-121762,14/02/2023,18/02/2023,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103,West,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,2,0,22.9488
112,US-2023-107706,14/02/2023,19/02/2023,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” X 11”",16.176,3,0.2,6.066
113,US-2023-121762,14/02/2023,18/02/2023,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,2,0,4.7724
114,US-2023-121762,14/02/2023,18/02/2023,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 Mmo Gaming Mouse,239.97,3,0,86.3892
115,US-2023-165568,15/02/2023,19/02/2023,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders By Wilson Jones,21.36,5,0.2,7.209
116,US-2023-122567,16/02/2023,21/02/2023,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier For The Whole House With 8-Gallon Output Per Day, Extended Life Filter",7.96,2,0.8,-13.93
117,US-2023-122567,16/02/2023,21/02/2023,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow Ii Sheet Lifters,1.08,3,0.8,-1.728
118,US-2023-154165,17/02/2023,24/02/2023,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003631,Office Supplies,Art,Staples In Misc. Colors,54.208,14,0.2,8.8088
119,US-2023-165589,18/02/2023,18/02/2023,Same Day,TB-21595,Troy Blackwell,Consumer,United States,Lubbock,Texas,79424,Central,FUR-FU-10002396,Furniture,Furnishings,"Dax Copper Panel Document Frame, 5 X 7 Size",25.16,5,0.6,-11.322
120,US-2023-152905,18/02/2023,24/02/2023,Standard Class,AB-10015,Aaron Bergman,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2,0.2,-2.5248
121,US-2023-109491,20/02/2023,26/02/2023,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0,6.9088
122,US-2023-164903,20/02/2023,24/02/2023,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,12.96,2,0,6.2208
123,US-2023-109491,20/02/2023,26/02/2023,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie Rf Wireless Keyboard And Mouse Combo,62.31,3,0,22.4316
124,US-2023-165540,21/02/2023,25/02/2023,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098,Central,OFF-BI-10004094,Office Supplies,Binders,Gbc Standard Plastic Binding Systems Combs,8.85,5,0.8,-13.7175
125,US-2023-133354,22/02/2023,24/02/2023,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,3,0,9.3312
126,US-2023-103744,23/02/2023,27/02/2023,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-BI-10000320,Office Supplies,Binders,Gbc Plastic Binding Combs,4.428,3,0.8,-6.8634
127,US-2023-103744,23/02/2023,27/02/2023,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Office Supplies,Labels,Staple-On Labels,6.936,3,0.2,2.3409
128,US-2023-137680,24/02/2023,02/03/2023,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000069,Office Supplies,Paper,"Tops 4 X 6 Fluorescent Color Memo Sheets, 500 Sheets Per Pack",22.776,3,0.2,7.6869
129,US-2023-137680,24/02/2023,02/03/2023,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024
130,US-2023-156545,27/02/2023,03/03/2023,First Class,JS-16030,Joy Smith,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.4048
131,US-2023-113880,01/03/2023,05/03/2023,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,6,0.3,-172.1172
132,US-2023-131009,01/03/2023,05/03/2023,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,6,0.3,0
133,US-2023-104269,01/03/2023,06/03/2023,Second Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,457.568,2,0.2,51.4764
134,US-2023-131009,01/03/2023,05/03/2023,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,FUR-FU-10001095,Furniture,Furnishings,Dax Black Cherry Wood-Tone Poster Frame,63.552,6,0.6,-34.9536
135,US-2023-168312,01/03/2023,07/03/2023,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,77036,Central,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables And Bases,376.509,3,0.3,-43.0296
136,US-2023-131009,01/03/2023,05/03/2023,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands By Plymouth,18.84,5,0.2,-3.5325
137,US-2023-113880,01/03/2023,05/03/2023,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" X 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784
138,US-2023-131009,01/03/2023,05/03/2023,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,3,0.2,-22.6716
139,US-2023-168312,01/03/2023,07/03/2023,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File For Hanging File Folders,137.352,3,0.2,8.5845
140,US-2023-143707,01/03/2023,05/03/2023,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover For Samsung Galaxy S4,5.94,3,0,1.6038
141,US-2023-107524,02/03/2023,08/03/2023,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple Envelope,11.36,2,0,5.3392
142,US-2023-111157,02/03/2023,06/03/2023,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,3.424,1,0.2,1.07
143,US-2023-107524,02/03/2023,08/03/2023,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,5,0,17.472
144,US-2023-111157,02/03/2023,06/03/2023,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151.2,3,0.2,32.13
145,US-2023-127978,03/03/2023,08/03/2023,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase In Odessa Pine,302.45,5,0.5,-199.617
146,US-2023-105648,03/03/2023,07/03/2023,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,0.2,-23.4882
147,US-2023-130421,03/03/2023,07/03/2023,Standard Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,3,0.8,-459.6072
148,US-2023-155852,03/03/2023,07/03/2023,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.4048
149,US-2023-127964,03/03/2023,08/03/2023,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal Holdit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785
150,US-2023-127964,03/03/2023,08/03/2023,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872
151,US-2023-127978,03/03/2023,08/03/2023,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,OFF-LA-10000305,Office Supplies,Labels,Avery 495,15.12,3,0.2,4.914
152,US-2023-127978,03/03/2023,08/03/2023,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes And Bins,44.672,8,0.2,-10.0512
153,US-2023-127964,03/03/2023,08/03/2023,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,Powergen Dual Usb Car Charger,9.99,1,0,4.5954
154,US-2023-117016,04/03/2023,09/03/2023,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Margate,Florida,33063,South,OFF-AR-10001374,Office Supplies,Art,"Bic Brite Liner Highlighters, Chisel Tip",15.552,3,0.2,2.3328
155,US-2023-116239,04/03/2023,04/03/2023,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage Wiretech Storage Systems,354.9,5,0,17.745
156,US-2023-169061,05/03/2023,08/03/2023,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0,15.4752
157,US-2023-169061,05/03/2023,08/03/2023,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10001617,Office Supplies,Binders,Gbc Wire Binding Combs,49.632,6,0.2,16.7508
158,US-2023-169061,05/03/2023,08/03/2023,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2,0,45.9754
159,US-2023-169061,05/03/2023,08/03/2023,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors With Black Enamel Handles,18.62,2,0,5.3998
160,US-2023-169061,05/03/2023,08/03/2023,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,0,177.5889
161,US-2023-104563,07/03/2023,12/03/2023,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair With Contemporary Loop Arms,436.704,6,0.2,21.8352
162,US-2023-156587,07/03/2023,08/03/2023,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager'S Chair, Indigo",48.712,1,0.2,5.4801
163,US-2023-104563,07/03/2023,12/03/2023,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather And Oak Executive Chair, Black",481.568,2,0.2,54.1764
164,US-2023-104563,07/03/2023,12/03/2023,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,20.65,5,0,9.499
165,US-2023-156587,07/03/2023,08/03/2023,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3,0,4.6644
166,US-2023-131982,07/03/2023,11/03/2023,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Des Moines,Washington,98198,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders With Expanding Posts,107.648,2,0.2,33.64
167,US-2023-104563,07/03/2023,12/03/2023,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",204.9,5,0,0
168,US-2023-156587,07/03/2023,08/03/2023,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.8588
169,US-2023-140116,10/03/2023,17/03/2023,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001044,Office Supplies,Art,"Boston Ranger #55 Pencil Sharpener, Black",83.168,4,0.2,9.3564
170,US-2023-100279,10/03/2023,14/03/2023,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" X 11""",22.38,2,0,10.7424
171,US-2023-140116,10/03/2023,17/03/2023,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- And 18-Compartment Lockers,636.408,3,0.2,-15.9102
172,US-2023-166884,11/03/2023,16/03/2023,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5,0.2,2.288
173,US-2023-114790,11/03/2023,13/03/2023,Second Class,FM-14215,Filia Mcadams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone And Remote",146.76,3,0,38.1576
174,US-2023-103338,11/03/2023,15/03/2023,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0,2.0748
175,US-2023-166884,11/03/2023,16/03/2023,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.464,6,0.2,1.7004
176,US-2023-114790,11/03/2023,13/03/2023,Second Class,FM-14215,Filia Mcadams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,14.94,3,0,7.0218
177,US-2023-158337,11/03/2023,14/03/2023,Second Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24Lb.",108.92,14,0,49.014
178,US-2023-114790,11/03/2023,13/03/2023,Second Class,FM-14215,Filia Mcadams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-AC-10000710,Technology,Accessories,Maxell Dvd-Ram Discs,32.96,2,0,14.1728
179,US-2023-114790,11/03/2023,13/03/2023,Second Class,FM-14215,Filia Mcadams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10000984,Technology,Phones,Panasonic Kx-Tg9471B,587.97,3,0,164.6316
180,CA-2023-139675,13/03/2023,18/03/2023,Second Class,NF-18595,Nicole Fjeld,Home Office,Canada,Calgary,Alberta,T2C,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,915.14,4,0.2,102.95
181,CA-2023-139675,13/03/2023,18/03/2023,Second Class,NF-18595,Nicole Fjeld,Home Office,Canada,Calgary,Alberta,T2C,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,91.77
182,US-2023-125521,14/03/2023,19/03/2023,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0,284.98
183,US-2023-157623,14/03/2023,18/03/2023,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0,1.2506
184,US-2023-114510,14/03/2023,19/03/2023,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-BI-10001617,Office Supplies,Binders,Gbc Wire Binding Combs,33.088,4,0.2,11.1672
185,US-2023-114510,14/03/2023,19/03/2023,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" X 11""",62.048,2,0.2,20.1656
186,US-2023-100293,14/03/2023,18/03/2023,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,91.056,6,0.2,31.8696
187,US-2023-157623,14/03/2023,18/03/2023,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0,4.752
188,US-2023-152618,14/03/2023,17/03/2023,First Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,8.448,2,0.2,2.64
189,US-2023-114510,14/03/2023,19/03/2023,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers In Natural & Black,80.98,1,0,3.2392
190,US-2023-114510,14/03/2023,19/03/2023,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-ST-10003221,Office Supplies,Storage,Staple Magnet,21.36,2,0,5.7672
191,US-2023-114510,14/03/2023,19/03/2023,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 Usb Flash Drive 8Gb,82.8,12,0,6.624
192,US-2023-152618,14/03/2023,17/03/2023,First Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60653,Central,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,2,0.3,156.047
193,US-2023-149958,15/03/2023,19/03/2023,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
194,US-2023-149958,15/03/2023,19/03/2023,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7,-5.5338
195,US-2023-149958,15/03/2023,19/03/2023,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001543,Office Supplies,Binders,Gbc Velobinder Manual Binding System,43.188,4,0.7,-31.6712
